event_id,muon_path_mm,muon_dEdx_MeV_per_cm,photons_produced,photons_arrived_window,photons_detected,sipm_charge_C,sipm_est_current_A
0,10,2.02112,19634,369,209,2.09e+08,6.96667e+06
